,id,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
3077,3078,1,17,1,9500,1,1,141.0,1,38,38,7,10,139.8,1,0,0,1,0,0,18,0,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12
3078,3079,1,43,1,9500,1,1,157.0,1,38,3,5,2,141.4,0,0,0,1,0,0,21,0,3,7,8,7,13.3875,0,2,8,8,8,15.9,0,13.9,-0.3,0.79
3079,3080,1,7,1,9500,1,3,140.0,1,3,19,2,6,140.0,0,0,0,1,1,0,27,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79
3080,3081,1,1,2,9500,1,1,133.0,1,19,1,9,1,122.2,0,0,0,1,0,0,20,0,0,7,9,6,12.78333333,0,0,8,9,7,12.84285714,0,13.9,-0.3,0.79
3081,3082,1,1,3,9670,1,1,106.0,1,3,1,2,3,105.7,1,0,0,1,1,0,19,0,0,6,6,6,13.33333333,0,0,6,9,5,13.8,0,8.9,1.4,3.51
3082,3083,1,17,1,9773,1,1,116.0,1,37,1,9,8,115.7,1,0,1,0,0,0,19,0,0,6,6,3,11.33333333,0,0,6,6,0,0.0,0,12.4,0.5,1.79
3083,3084,1,17,1,9085,1,1,132.0,1,38,38,4,9,119.1,0,0,0,1,0,0,20,0,0,6,8,6,13.28571429,0,0,6,16,6,11.8,0,12.4,0.5,1.79
3084,3085,1,1,1,9003,1,1,133.1,1,38,38,4,8,115.0,0,0,1,1,1,0,21,0,8,12,13,12,14.53846154,0,4,12,14,12,14.46153846,0,15.5,2.8,-4.06
3085,3086,1,43,2,9991,0,1,140.0,1,37,37,5,5,124.3,1,0,0,0,1,0,27,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7
3086,3087,1,1,1,9670,1,1,119.0,1,37,37,10,6,119.7,1,0,0,1,0,0,20,0,0,5,6,3,13.0,0,0,5,7,3,13.0,1,7.6,2.6,0.32
3087,3088,1,18,5,9853,1,1,121.0,1,38,19,7,7,117.5,1,0,1,0,0,0,20,0,0,6,14,2,12.0,0,0,6,14,3,11.66666667,0,10.8,1.4,1.74
3088,3089,1,43,1,9070,1,1,135.0,1,1,38,3,9,126.4,1,0,0,1,0,1,20,0,5,12,12,12,13.25,0,5,12,12,11,12.72727273,0,15.5,2.8,-4.06
3089,3090,1,17,1,9500,1,1,130.0,1,19,1,9,7,130.4,1,0,0,1,0,1,19,0,0,7,7,7,13.89428571,0,0,8,8,8,14.3625,0,11.1,0.6,2.02
3090,3091,1,17,1,9070,1,1,135.0,1,19,37,5,9,145.9,0,0,0,1,0,1,18,0,0,6,6,6,12.66666667,0,0,6,6,6,12.16666667,0,16.2,0.3,-0.92
3091,3092,1,44,1,9238,1,1,140.0,1,1,1,5,5,143.4,0,0,0,1,0,1,21,0,3,6,6,6,14.83333333,0,2,6,7,6,12.57142857,0,13.9,-0.3,0.79
3092,3093,1,1,1,9500,1,1,149.0,1,37,37,9,9,136.0,0,0,0,1,0,1,18,0,0,7,7,6,12.91666667,0,0,7,7,6,12.91666667,0,7.6,2.6,0.32
3093,3094,2,39,1,9500,1,1,110.0,1,37,37,9,6,114.3,0,0,0,1,0,0,41,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,10.8,1.4,1.74
3094,3095,4,39,1,8014,0,19,140.0,1,37,37,9,3,131.0,0,0,0,1,0,1,29,0,0,6,11,4,11.75,0,0,6,9,5,10.4,0,10.8,1.4,1.74
3095,3096,1,43,1,9070,1,1,130.0,1,37,37,9,9,129.0,1,0,0,1,0,0,25,0,0,6,6,6,13.5,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12
3096,3097,1,44,1,9130,1,39,150.0,1,1,1,4,4,150.0,1,0,0,1,0,0,20,0,0,5,7,4,12.0,1,0,5,6,4,12.4,0,10.8,1.4,1.74
3097,3098,1,1,1,171,1,1,138.0,1,1,40,4,3,149.9,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02
3098,3099,1,1,4,9773,1,1,133.0,1,19,19,7,7,134.4,1,0,0,1,1,1,20,0,0,6,6,6,12.16666667,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12
3099,3100,1,17,4,9500,1,1,143.0,1,19,38,9,6,131.5,1,0,0,1,1,1,18,0,0,7,8,7,12.5125,0,0,8,8,8,14.1875,0,13.9,-0.3,0.79
3100,3101,1,1,1,9238,1,1,165.0,1,37,38,9,8,152.4,1,0,0,1,0,1,18,0,0,6,8,6,15.5,0,0,6,7,6,14.28571429,0,16.2,0.3,-0.92
3101,3102,1,39,1,9003,1,19,133.1,1,37,37,9,9,100.0,0,0,0,1,0,0,60,0,0,6,10,6,12.75,0,0,6,6,4,14.75,0,13.9,-0.3,0.79
3102,3103,1,1,4,9500,1,1,128.0,1,1,1,4,10,125.2,1,0,0,1,1,1,18,0,0,7,7,7,14.68285714,0,0,8,9,8,15.05555556,0,12.4,0.5,1.79
3103,3104,1,1,1,9500,1,1,125.0,1,19,19,9,10,122.0,1,0,1,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02
3104,3105,1,1,1,9500,1,1,121.0,1,1,1,4,4,114.9,0,0,0,1,1,1,21,0,0,7,9,6,13.34285714,0,0,8,10,7,11.65,0,12.4,0.5,1.79
3105,3106,2,39,1,9991,0,1,148.0,1,19,37,9,5,130.9,0,0,0,0,1,0,28,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79
3106,3107,2,39,1,9991,0,1,150.0,1,1,4,4,2,146.0,0,0,0,1,1,0,34,0,0,5,5,5,14.2,0,0,5,5,5,14.6,0,12.7,3.7,-1.7
3107,3108,1,1,2,9773,1,1,130.0,1,19,19,5,6,137.4,0,0,0,1,0,0,19,0,0,6,6,6,15.0,0,0,6,7,6,14.0,0,15.5,2.8,-4.06
3108,3109,1,17,1,9254,1,1,113.0,1,1,37,9,10,117.2,1,0,0,1,0,0,20,0,0,6,8,5,11.2,0,0,6,12,3,11.66666667,0,7.6,2.6,0.32
3109,3110,1,17,2,9147,1,1,133.0,1,19,1,9,3,120.1,1,0,0,1,0,1,18,0,0,5,15,2,10.0,0,0,5,14,2,12.0,0,13.9,-0.3,0.79
3110,3111,1,1,6,9500,1,1,127.0,1,1,19,3,3,120.2,1,0,0,1,0,1,19,0,0,7,7,7,12.76571429,0,0,8,9,8,13.54444444,0,12.4,0.5,1.79
3111,3112,1,1,1,9500,1,1,143.0,1,19,19,5,6,142.3,0,0,0,1,0,1,18,0,0,7,7,7,13.79714286,0,0,8,8,8,13.775,0,12.4,0.5,1.79
3112,3113,1,39,1,9070,1,1,110.0,1,37,37,7,7,110.2,0,0,0,1,1,0,55,0,0,6,6,6,14.5,0,0,6,6,6,13.5,0,11.1,0.6,2.02
3113,3114,1,1,6,9500,1,1,139.0,1,19,38,4,9,128.5,1,0,0,1,0,0,19,0,0,8,10,6,13.06666667,0,0,8,10,6,13.06666667,0,12.7,3.7,-1.7
3114,3115,1,1,5,9500,1,1,101.0,1,38,38,9,9,104.5,1,0,0,1,0,1,21,0,0,7,9,5,13.336,0,0,8,9,7,13.20714286,0,11.1,0.6,2.02
3115,3116,1,18,1,9500,1,1,146.0,1,19,3,4,9,127.0,0,0,0,1,1,0,19,0,0,8,8,7,13.61428571,0,0,8,8,7,13.61428571,0,12.7,3.7,-1.7
3116,3117,1,39,1,9500,1,1,133.1,1,38,19,9,9,128.0,1,0,0,0,1,0,32,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92
3117,3118,1,1,2,9070,1,1,135.0,1,19,37,9,9,134.0,1,0,0,1,0,1,22,0,0,6,10,5,10.8,0,0,6,7,5,12.8,0,12.7,3.7,-1.7
3118,3119,1,1,4,9238,1,1,127.0,1,19,19,4,0,127.4,1,0,0,1,0,0,20,0,0,6,8,6,11.16666667,0,0,6,6,6,11.33333333,0,7.6,2.6,0.32
3119,3120,1,18,4,9500,1,1,137.0,1,3,1,3,4,126.7,1,0,0,1,0,0,18,0,0,7,8,7,13.6875,0,0,8,9,8,15.62222222,0,13.9,-0.3,0.79
3120,3121,1,1,3,9070,1,1,129.0,1,5,3,5,7,124.8,1,0,0,1,0,0,21,0,0,6,6,6,14.5,0,0,6,7,5,12.0,0,12.4,0.5,1.79
3121,3122,1,39,1,33,1,1,133.1,1,19,37,9,9,96.1,0,0,0,1,1,0,25,0,0,7,13,2,15.0,0,0,7,12,2,11.5,0,12.4,0.5,1.79
3122,3123,1,51,1,9147,1,1,160.0,1,1,37,9,10,118.0,0,0,0,1,0,0,53,0,14,15,15,15,11.8,0,12,13,13,12,11.66666667,1,8.9,1.4,3.51
3123,3124,2,7,1,9991,0,3,140.0,1,34,34,99,99,140.0,1,0,0,0,1,0,33,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32
3124,3125,1,39,1,9003,1,1,130.0,1,19,19,9,1,140.0,0,0,0,1,0,0,26,0,6,12,13,6,13.0,0,4,12,14,11,13.83333333,0,15.5,2.8,-4.06
3125,3126,1,1,2,9500,1,1,124.0,1,34,34,0,0,123.3,1,0,0,1,0,1,20,0,0,8,8,7,14.90142857,1,0,8,8,7,14.90142857,1,9.4,-0.8,-3.12
3126,3127,1,1,6,9500,1,1,133.0,1,38,38,9,9,128.8,1,0,0,1,0,1,18,0,0,7,11,6,11.99444444,0,0,8,11,7,12.43142857,0,15.5,2.8,-4.06
3127,3128,1,17,1,9853,1,1,147.0,1,37,37,9,9,142.8,1,0,0,1,0,0,23,0,0,6,11,2,10.0,0,0,6,15,2,11.0,0,7.6,2.6,0.32
3128,3129,1,17,1,9773,1,1,136.0,1,19,38,9,9,121.7,1,0,0,1,1,1,19,0,0,6,9,5,12.4,0,0,6,6,6,13.16666667,0,12.7,3.7,-1.7
3129,3130,1,1,1,9119,1,1,132.0,1,1,12,3,3,133.1,1,0,0,1,1,0,19,0,0,5,7,3,12.0,0,0,6,10,2,10.5,0,11.1,0.6,2.02
3130,3131,1,39,1,9147,1,1,120.0,1,37,1,9,1,122.7,0,0,0,0,0,0,25,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74
3131,3132,1,1,6,9500,1,1,140.0,1,19,19,1,4,133.3,1,0,0,1,0,1,17,0,0,8,8,8,13.41625,0,0,8,8,8,13.41625,0,9.4,-0.8,-3.12
3132,3133,1,18,2,9147,1,1,143.0,1,19,38,9,7,132.2,1,0,0,1,0,1,18,0,0,5,8,5,13.75,0,0,5,6,5,12.16666667,0,13.9,-0.3,0.79
3133,3134,4,43,1,9500,1,19,100.0,1,34,34,0,0,110.0,0,0,0,1,1,0,30,0,11,14,26,12,12.52608696,1,11,14,26,12,12.52608696,1,7.6,2.6,0.32
3134,3135,1,1,1,9254,1,1,130.0,1,37,38,9,9,133.9,1,0,0,1,0,0,18,0,0,6,10,5,12.2,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12
3135,3136,1,1,3,9773,1,1,142.0,1,34,1,5,10,136.1,1,0,0,0,1,0,19,0,0,4,8,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12
3136,3137,2,39,1,9500,1,3,130.0,1,1,1,4,6,140.0,0,0,1,0,0,0,30,0,3,7,11,3,12.33333333,0,3,7,9,3,11.66666667,0,13.9,-0.3,0.79
3137,3138,1,1,5,9853,1,1,141.0,1,37,19,9,5,133.0,1,0,0,1,0,0,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12
3138,3139,1,39,1,9085,1,1,140.0,1,37,19,191,163,129.3,1,0,1,1,0,0,28,0,0,6,17,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51
3139,3140,1,1,3,9500,1,1,134.0,1,38,38,7,9,132.8,1,0,0,1,0,1,19,0,0,8,8,7,13.51285714,0,0,8,8,7,13.51285714,0,10.8,1.4,1.74
3140,3141,1,1,4,9500,1,1,128.0,1,1,37,4,3,117.9,1,0,0,1,0,1,19,0,0,7,9,7,12.1375,0,0,8,9,8,12.91111111,0,12.4,0.5,1.79
3141,3142,2,1,1,9070,1,1,127.0,1,12,19,9,9,123.2,0,0,0,1,0,1,20,0,0,6,6,6,15.0,0,0,6,6,6,14.5,0,11.1,0.6,2.02
3142,3143,1,1,5,9773,1,1,127.0,1,38,1,4,5,121.1,1,0,0,1,0,0,18,0,0,6,6,6,13.16666667,0,0,6,6,6,12.5,0,15.5,2.8,-4.06
3143,3144,2,39,1,9003,1,1,168.0,1,1,41,9,3,153.9,0,0,1,0,1,0,34,0,0,6,7,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79
3144,3145,1,17,3,9238,1,1,141.0,1,3,3,2,2,124.9,1,0,0,1,0,0,19,0,0,6,10,6,12.0,0,0,6,12,4,11.0,0,12.7,3.7,-1.7
3145,3146,1,42,1,9670,1,1,130.0,1,1,1,9,10,116.3,1,0,0,1,0,1,20,0,3,7,10,6,12.83333333,0,2,8,8,5,11.8,0,12.7,3.7,-1.7
3146,3147,1,7,1,9853,1,3,130.0,1,37,37,9,9,130.0,0,0,0,1,0,0,28,0,14,15,25,14,12.42857143,1,8,14,22,11,11.90909091,0,7.6,2.6,0.32
3147,3148,1,1,1,9238,1,1,132.0,1,37,37,9,5,135.9,0,0,0,1,0,0,18,0,0,6,11,5,12.4,0,0,6,7,6,13.0,0,9.4,-0.8,-3.12
3148,3149,1,1,1,9147,1,1,148.0,1,37,38,9,8,133.0,1,0,0,1,0,0,18,0,0,5,10,4,12.0,0,0,5,9,4,12.8,0,13.9,-0.3,0.79
3149,3150,1,43,1,8014,0,3,133.1,1,9,9,90,90,130.0,0,0,0,1,0,0,26,0,8,11,16,10,11.8,0,3,7,7,7,13.28571429,0,7.6,2.6,0.32
3150,3151,1,1,3,9500,1,1,154.0,1,3,3,1,3,129.0,1,0,0,1,0,0,18,0,0,8,9,6,13.345,2,0,8,9,6,13.345,2,9.4,-0.8,-3.12
3151,3152,1,17,1,9147,1,1,134.0,1,19,38,4,8,129.5,0,0,0,1,0,1,18,0,0,5,5,5,11.6,0,0,5,12,4,12.625,0,10.8,1.4,1.74
3152,3153,1,7,1,9070,1,3,120.0,1,4,4,2,2,120.0,0,0,0,1,1,0,28,0,0,6,9,2,12.0,0,0,6,10,3,12.66666667,0,12.7,3.7,-1.7
3153,3154,1,42,1,9003,1,1,140.0,1,1,3,4,2,140.0,1,0,0,1,1,0,23,0,0,6,14,5,12.0,0,0,6,12,5,12.14285714,0,15.5,2.8,-4.06
3154,3155,1,39,1,9773,1,19,100.0,1,37,37,0,0,128.0,1,0,0,1,1,0,28,0,0,6,7,6,13.16666667,0,0,6,6,6,13.66666667,0,7.6,2.6,0.32
3155,3156,1,1,4,9238,1,1,133.1,1,1,37,8,9,118.0,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7
3156,3157,6,39,1,8014,0,1,133.1,1,37,37,9,9,119.0,0,0,0,1,0,1,48,0,0,6,7,6,10.66666667,0,0,6,9,5,11.8,0,10.8,1.4,1.74
3157,3158,1,17,2,9500,1,1,145.0,1,19,37,5,9,130.5,1,0,0,1,0,0,18,0,0,8,8,7,14.24,0,0,8,8,7,14.24,0,10.8,1.4,1.74
3158,3159,2,39,1,9991,0,1,160.0,1,37,37,9,9,160.0,0,0,0,1,0,0,35,0,0,5,5,5,11.6,0,0,5,6,5,11.16666667,0,15.5,2.8,-4.06
3159,3160,1,17,1,9130,1,1,145.0,1,38,37,9,7,129.3,1,0,0,1,0,0,19,0,0,5,5,5,11.8,0,0,5,5,5,13.2,0,10.8,1.4,1.74
3160,3161,1,1,1,9238,1,1,121.0,1,1,1,1,1,115.1,1,0,0,1,0,0,19,0,0,6,10,6,10.83333333,0,0,6,7,6,12.14285714,0,11.1,0.6,2.02
3161,3162,1,18,2,9773,1,1,109.0,1,1,1,4,4,109.0,1,0,0,0,0,0,20,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51
3162,3163,1,43,1,9003,1,1,120.0,1,37,37,5,9,120.0,1,0,0,1,1,0,39,0,0,6,8,0,0.0,0,1,6,8,2,11.0,0,16.2,0.3,-0.92
3163,3164,1,39,1,9119,1,1,110.0,1,1,1,4,4,125.9,0,0,0,1,1,0,34,0,0,5,7,0,0.0,0,0,5,8,1,11.0,0,10.8,1.4,1.74
3164,3165,1,39,1,9003,1,1,133.1,6,1,1,192,144,129.8,0,0,0,1,1,0,24,1,0,7,7,7,13.57142857,0,0,6,9,5,13.4,0,8.9,1.4,3.51
3165,3166,1,17,2,9070,1,1,152.0,1,39,39,3,3,134.2,1,0,0,1,1,0,20,0,0,6,7,5,11.8,0,0,6,9,4,12.0,0,15.5,2.8,-4.06
3166,3167,1,17,1,9147,1,1,140.0,1,37,37,9,7,132.3,1,0,0,1,0,0,20,0,0,5,9,1,10.0,0,0,5,10,1,11.0,0,7.6,2.6,0.32
3167,3168,1,1,1,9254,1,1,140.0,1,19,1,9,8,140.9,1,0,0,1,0,1,18,0,0,6,7,6,12.85714286,0,0,6,10,4,13.0,0,12.7,3.7,-1.7
3168,3169,2,39,1,9119,1,3,120.0,1,37,37,4,7,122.5,0,0,0,0,0,0,32,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7
3169,3170,1,42,1,9500,1,1,150.0,1,19,1,9,3,110.0,1,0,0,1,1,1,33,0,6,14,20,14,13.07285714,6,6,14,20,14,13.07285714,6,9.4,-0.8,-3.12
3170,3171,1,1,1,9853,1,1,129.0,1,38,37,6,6,138.1,0,0,0,1,0,0,19,0,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32
3171,3172,1,1,2,9500,1,1,130.0,1,1,1,4,3,125.1,1,0,0,1,0,0,18,0,0,7,10,7,13.78,0,0,8,10,8,13.661,0,15.5,2.8,-4.06
3172,3173,1,53,1,9003,1,42,130.0,1,38,38,9,9,130.0,1,0,1,1,1,0,20,0,7,12,16,11,12.54545455,0,5,10,12,8,11.625,0,8.9,1.4,3.51
3173,3174,4,39,1,9254,1,1,120.0,1,37,19,9,9,131.0,1,0,0,1,1,0,44,0,0,6,6,6,12.66666667,0,0,6,6,6,11.5,0,12.4,0.5,1.79
3174,3175,1,43,1,9556,1,1,140.0,1,37,37,9,9,128.0,1,0,0,0,0,0,32,0,0,7,7,0,0.0,7,0,8,8,0,0.0,7,10.8,1.4,1.74
3175,3176,1,1,1,9500,1,1,137.0,1,37,37,7,9,130.8,1,0,0,1,0,1,18,0,0,7,7,6,12.66666667,0,0,7,7,6,12.66666667,0,7.6,2.6,0.32
3176,3177,1,17,5,9670,1,1,127.0,1,3,4,2,2,122.8,0,0,0,1,1,0,20,0,0,6,6,3,12.33333333,0,0,6,9,0,0.0,0,10.8,1.4,1.74
3177,3178,1,17,3,9500,1,1,138.0,1,3,3,4,5,130.0,1,0,0,1,0,0,18,0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79
3178,3179,1,1,3,9670,1,1,126.0,1,37,37,0,0,136.5,1,0,0,1,0,0,18,0,0,5,7,3,12.0,0,0,5,7,4,13.25,1,7.6,2.6,0.32
3179,3180,1,17,4,9500,1,1,133.0,1,38,37,5,7,126.4,1,0,0,1,1,1,18,0,0,7,7,7,13.46285714,0,0,8,8,8,13.90625,0,11.1,0.6,2.02
3180,3181,1,39,1,9130,1,19,133.1,1,34,34,99,99,96.0,0,0,0,1,1,0,31,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32
3181,3182,1,44,1,9254,1,39,170.0,1,19,2,9,3,170.0,0,0,0,0,1,0,26,0,2,8,14,8,15.125,0,1,6,12,6,13.66666667,0,11.1,0.6,2.02
3182,3183,1,1,1,9670,1,1,131.0,1,38,38,9,9,127.9,0,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12
3183,3184,1,1,1,9500,1,1,132.0,1,19,37,4,9,128.0,1,0,0,1,0,1,19,0,0,7,7,6,12.96666667,0,0,7,7,6,12.96666667,0,7.6,2.6,0.32
3184,3185,1,39,1,8014,0,1,133.1,1,34,5,0,1,118.5,1,0,0,1,0,0,31,0,0,6,12,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32
3185,3186,1,39,1,9085,1,19,133.1,1,19,37,7,90,104.0,0,0,0,1,0,0,26,0,0,5,11,1,12.0,1,0,5,12,0,0.0,4,10.8,1.4,1.74
3186,3187,1,17,2,9070,1,1,136.0,1,19,38,4,7,140.9,1,0,0,1,0,0,19,0,0,6,6,6,14.33333333,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12
3187,3188,1,1,1,9670,1,1,133.0,1,38,38,9,9,128.1,1,0,0,1,1,1,18,0,0,6,6,6,13.0,0,0,6,6,6,13.0,0,13.9,-0.3,0.79
3188,3189,1,1,1,9130,1,1,133.0,1,1,37,9,9,123.2,1,0,0,1,0,1,19,0,0,6,8,6,13.33333333,0,0,6,7,6,13.66666667,0,8.9,1.4,3.51
3189,3190,1,1,2,9773,1,1,130.0,1,19,38,3,9,126.5,1,0,0,1,0,0,18,0,0,6,8,4,12.5,0,0,6,6,5,12.6,0,12.7,3.7,-1.7
3190,3191,1,1,1,9147,1,1,132.0,1,19,38,9,7,119.1,0,0,0,0,1,0,19,0,0,5,16,1,12.0,0,0,5,6,0,0.0,0,13.9,-0.3,0.79
3191,3192,1,1,3,9238,1,1,137.0,1,1,1,3,3,131.4,1,0,0,1,0,0,20,0,0,6,9,5,11.8,0,0,6,7,6,11.5,0,7.6,2.6,0.32
3192,3193,1,17,1,9085,1,1,109.0,1,19,19,4,9,104.1,1,0,1,0,0,1,21,0,0,6,16,2,13.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06
3193,3194,1,1,1,171,1,1,136.0,1,3,37,2,8,121.7,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12
3194,3195,1,1,1,9254,1,1,145.0,1,1,38,4,9,131.7,1,0,0,1,0,1,21,0,0,6,8,6,12.16666667,0,0,6,11,3,11.66666667,0,10.8,1.4,1.74
3195,3196,1,17,1,9070,1,1,136.0,1,38,19,7,7,121.7,1,0,0,1,0,0,18,0,0,6,6,2,13.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79
3196,3197,1,1,1,9070,1,1,124.0,1,19,19,9,9,138.4,1,0,1,1,0,1,19,0,1,6,8,6,13.28571429,1,0,6,8,6,12.5,0,13.9,-0.3,0.79
3197,3198,1,39,1,8014,0,1,130.0,1,37,37,9,6,134.0,0,0,0,1,0,1,35,0,2,8,8,8,13.625,0,1,7,7,7,14.0,0,8.9,1.4,3.51
3198,3199,1,1,1,171,1,1,170.0,1,19,19,8,8,176.7,1,0,0,1,0,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02
3199,3200,1,42,1,9085,1,1,133.1,1,1,9,4,4,128.2,0,0,0,1,0,0,24,0,5,11,29,9,12.0,6,4,10,21,9,12.55555556,0,9.4,-0.8,-3.12
3200,3201,1,7,1,9130,1,2,133.1,6,42,1,4,9,100.0,0,0,0,1,1,0,35,1,0,7,8,0,0.0,1,0,6,9,0,0.0,0,8.9,1.4,3.51
3201,3202,1,7,1,9991,0,40,130.0,1,38,38,9,7,130.0,0,0,0,1,1,0,38,0,10,10,10,10,13.6,0,5,10,10,5,13.6,0,8.9,1.4,3.51
3202,3203,1,17,1,9853,1,1,141.0,1,19,19,9,8,142.8,0,0,0,1,0,1,19,0,0,7,7,7,14.42857143,0,0,7,7,7,14.14285714,0,16.2,0.3,-0.92
3203,3204,1,1,1,9500,1,1,110.0,1,19,19,9,7,105.8,1,0,0,1,1,0,22,0,0,7,8,6,14.33333333,0,0,8,9,7,13.77142857,0,11.1,0.6,2.02
3204,3205,1,39,1,9085,1,39,120.0,1,37,37,1,9,137.7,1,0,0,0,1,0,41,0,3,3,3,3,12.33333333,0,2,2,2,2,11.0,0,12.4,0.5,1.79
3205,3206,1,1,1,171,1,1,135.0,1,19,4,9,2,143.8,1,0,1,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7
3206,3207,1,18,3,9500,1,1,131.0,1,19,1,4,7,127.5,1,0,0,1,0,0,18,0,0,7,7,7,13.45714286,0,0,8,8,8,14.5125,0,13.9,-0.3,0.79
3207,3208,1,17,2,9119,1,1,133.1,1,1,2,3,3,117.0,1,0,0,1,1,0,21,0,0,5,10,5,11.16666667,0,0,5,10,3,10.8,0,12.4,0.5,1.79
3208,3209,1,1,2,9119,1,1,149.0,1,38,38,5,5,141.0,0,0,0,1,1,0,18,0,0,5,9,2,11.66666667,0,0,5,9,2,12.5,2,7.6,2.6,0.32
3209,3210,1,44,1,9119,1,39,130.0,1,38,19,9,5,130.0,1,0,0,1,1,0,19,0,0,5,9,2,12.5,0,0,5,10,3,11.6,0,12.4,0.5,1.79
3210,3211,1,17,2,9085,1,1,166.0,1,1,19,4,3,158.7,0,0,0,1,0,0,18,0,0,6,7,6,14.85714286,0,0,6,7,6,14.0,0,11.1,0.6,2.02
3211,3212,1,1,1,171,1,1,188.0,1,3,3,2,2,178.3,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06
3212,3213,1,17,1,171,1,1,145.0,1,37,19,5,9,130.0,1,0,0,1,0,0,23,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02
3213,3214,1,39,1,9991,0,1,110.0,1,37,37,7,10,150.0,0,0,0,0,0,0,48,0,0,5,5,1,10.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06
3214,3215,1,17,1,9147,1,1,116.0,1,38,2,9,2,112.2,1,0,0,1,0,0,20,0,0,5,8,3,11.33333333,0,0,5,12,2,10.66666667,0,10.8,1.4,1.74
3215,3216,1,17,3,9238,1,1,141.0,1,19,38,9,7,125.6,1,0,0,1,0,1,19,0,0,6,8,6,11.33333333,0,0,6,6,6,11.83333333,0,8.9,1.4,3.51
3216,3217,1,1,1,9147,1,1,143.0,1,3,1,5,5,152.1,1,0,1,1,1,0,18,0,0,5,15,4,13.33333333,0,0,5,6,2,13.5,0,13.9,-0.3,0.79
3217,3218,1,1,1,9085,1,1,133.0,1,1,37,4,10,143.2,0,0,0,1,0,0,19,0,0,5,7,5,14.4,0,0,5,6,5,13.2,0,7.6,2.6,0.32
3218,3219,1,1,1,9773,1,1,127.0,1,5,3,4,4,122.8,1,0,0,1,1,0,20,0,0,6,7,6,12.16666667,0,0,6,9,3,12.0,0,12.4,0.5,1.79
3219,3220,1,1,6,171,1,1,126.0,1,10,10,4,4,130.2,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12
